score1 score2 dim train_rate task data
0.9551682692307691 0.004648817212935993 50 0.25 link_prediction cora
0.9594779366065881 0.003600434644614104 50 0.55 link_prediction cora
0.9687323943661973 0.005507984742183074 50 0.75 link_prediction cora
0.9674107142857142 0.009159948450304963 50 0.95 link_prediction cora
0.9645933014354068 0.005191993878997799 100 0.25 link_prediction cora
0.9667723525681675 0.003848824579706675 100 0.55 link_prediction cora
0.9718568665377175 0.004863555497361752 100 0.75 link_prediction cora
0.9806451612903226 0.009622402312359947 100 0.95 link_prediction cora
0.9682897139379184 0.005364694522074329 150 0.25 link_prediction cora
0.9630502169869807 0.004771700286396491 150 0.55 link_prediction cora
0.9779926335174954 0.0035051319172512605 150 0.75 link_prediction cora
0.977533039647577 0.00846227872788484 150 0.95 link_prediction cora
0.9659781287970839 0.00450558838827197 200 0.25 link_prediction cora
0.9702100572883514 0.0024620088613384952 200 0.55 link_prediction cora
0.9750929368029739 0.004315311065518176 200 0.75 link_prediction cora
0.9766519823788545 0.007384605556934034 200 0.95 link_prediction cora
0.9654888103651353 0.0034661811471289007 250 0.25 link_prediction cora
0.9674179008370896 0.003621986119877716 250 0.55 link_prediction cora
0.9713320463320464 0.0048464827068081945 250 0.75 link_prediction cora
0.9655021834061135 0.014410480349344973 250 0.95 link_prediction cora
0.6769490272193724 0.0024219461009451983 50 0.25 link_prediction zhihu
0.7311551433389545 0.003158812788429475 50 0.55 link_prediction zhihu
0.737667207134171 0.003551462012671742 50 0.75 link_prediction zhihu
0.7782629791363417 0.006487924172905113 50 0.95 link_prediction zhihu
0.7116357350800582 0.0032055838130039364 100 0.25 link_prediction zhihu
0.7629367670172893 0.001631593089893349 100 0.55 link_prediction zhihu
0.7783965044202825 0.0016788437295448338 100 0.75 link_prediction zhihu
0.7972622478386168 0.007899414117021426 100 0.95 link_prediction zhihu
0.7349126497759079 0.003039115149880904 150 0.25 link_prediction zhihu
0.7746386412912551 0.0031261473528264127 150 0.55 link_prediction zhihu
0.7922155085599194 0.00318713219525812 150 0.75 link_prediction zhihu
0.8150144369586141 0.007203063423317669 150 0.95 link_prediction zhihu
0.7439998143075994 0.002556834158621213 200 0.25 link_prediction zhihu
0.783463902615403 0.0022439762078316416 200 0.55 link_prediction zhihu
0.8106196473551638 0.002756436420798702 200 0.75 link_prediction zhihu
0.8093430656934307 0.006787579863421002 200 0.95 link_prediction zhihu
0.7670676761577407 0.0022369703292552303 250 0.25 link_prediction zhihu
0.7822911636890392 0.002176716097159986 250 0.55 link_prediction zhihu
0.8191681003946968 0.003505470284033995 250 0.75 link_prediction zhihu
0.8148832684824902 0.008494841612692887 250 0.95 link_prediction zhihu
0.7623337189126663 0.002218489967401916 50 0.25 link_prediction email
0.6947210468954338 0.6164644587421411 50 0.25 node_clustering email
0.7833923365264474 0.0038794971117729997 50 0.55 link_prediction email
0.6434659589434845 0.5599745627302684 50 0.55 node_clustering email
0.7830195138651147 0.005450334518982704 50 0.75 link_prediction email
0.6253917354115175 0.5393589710962732 50 0.75 node_clustering email
0.7993630573248408 0.009014764238673992 50 0.95 link_prediction email
0.627063282687589 0.5431722355608796 50 0.95 node_clustering email
0.7726763636363636 0.003332948958554664 100 0.25 link_prediction email
0.6762625632958817 0.5969668351229622 100 0.25 node_clustering email
0.7888739252045995 0.0032932700211589444 100 0.55 link_prediction email
0.6397985222151896 0.5536653560865243 100 0.55 node_clustering email
0.8018166089965397 0.005668961738234698 100 0.75 link_prediction email
0.6263352677480263 0.5385093439998624 100 0.75 node_clustering email
0.7872683319903304 0.007296845397371 100 0.95 link_prediction email
0.6480558917771536 0.5660552595609324 100 0.95 node_clustering email
0.7768138001014714 0.0028395050525198942 150 0.25 link_prediction email
0.6836939724845177 0.6055472722944705 150 0.25 node_clustering email
0.800135093006339 0.0023500338728742022 150 0.55 link_prediction email
0.6675720184982492 0.58692379404257 150 0.55 node_clustering email
0.7971226740179187 0.0021343028417018382 150 0.75 link_prediction email
0.6529566500079041 0.5649897824184668 150 0.75 node_clustering email
0.8091419406575783 0.008494346544901606 150 0.95 link_prediction email
0.6344498474557637 0.5458841651748438 150 0.95 node_clustering email
0.7901084692191652 0.0026083627334055463 200 0.25 link_prediction email
0.6724700516539829 0.5882041218345858 200 0.25 node_clustering email
0.7971229746572497 0.0030968291156935265 200 0.55 link_prediction email
0.6542231987538524 0.5718116877690435 200 0.55 node_clustering email
0.8057123193392981 0.004369590964721268 200 0.75 link_prediction email
0.6418580890410104 0.5535826091536672 200 0.75 node_clustering email
0.8092651757188498 0.00932009721777305 200 0.95 link_prediction email
0.635390727382569 0.5450635145036992 200 0.95 node_clustering email
0.7854475721832259 0.004294121019877936 250 0.25 link_prediction email
0.690726589977704 0.6108530001620851 250 0.25 node_clustering email
0.794405304600083 0.0030710590851299154 250 0.55 link_prediction email
0.6601429989641104 0.575304840024478 250 0.55 node_clustering email
0.8132023440193038 0.003883752252866065 250 0.75 link_prediction email
0.6401327008016603 0.5490488634886196 250 0.75 node_clustering email
0.8148833467417539 0.009062386284418515 250 0.95 link_prediction email
0.64802669931227 0.5604127994722123 250 0.95 node_clustering email
